child,comp[T.WH],embpred[T.True],embsubj[T.True],embtense[T.TENSED],embtense[T.TO],itr,obj[T.True],prep1[T.True],sentence
andy,0.0002775049937476562,0.0003143001842932825,9.740023709358509e-05,0.0001247170659586376,0.0020323701592428124,0,0.9999547270163215,0.9952202350023538,6
andy,0.0002694320456142391,0.00035016857388070846,0.00010099552899489127,0.00012017457432811956,0.0009150193956208636,0,0.999954691941249,0.9971721484122016,6
andy,4.525155920810602e-05,0.9999546822231371,0.9999546733489039,0.9999546406860026,4.525124309792696e-05,0,4.525359551499744e-05,4.532052183554487e-05,7
andy,4.526652762552961e-05,0.9999546782603389,4.5390636508928956e-05,4.5351029681495055e-05,4.5380773417890044e-05,0,4.524198159726328e-05,4.529437338538348e-05,7
andy,0.0013474330851550886,5.2414926449240664e-05,4.538661641214033e-05,4.533515218128095e-05,6.335859924292092e-05,0,0.9999546578704029,0.9994371432124867,7
andy,0.00016900538966266304,5.292824864332336e-05,4.5303224688677694e-05,4.53669625015035e-05,9.918567326908135e-05,0,0.9999546095953711,0.998606579552872,7
andy,4.531811110474755e-05,6.325716017337465e-05,4.534842460080376e-05,4.527445813935098e-05,0.9430909523973275,0,0.9999546449569049,0.008413528225432457,7
andy,0.00012862258660819258,5.0089261015405214e-05,4.530033985941834e-05,4.534809331547105e-05,6.802518980796157e-05,0,0.9999546886940173,0.9997550501674467,7
andy,6.763174167843949e-05,5.356354542613888e-05,4.5376961988724655e-05,4.5386373955063295e-05,0.0003632170862104655,0,0.9999547270163215,0.9991552608494817,7
andy,6.500056002515417e-05,5.9683540089371424e-05,4.5258526612999694e-05,4.529627029732644e-05,0.00015993607659279017,0,0.999954691941249,0.9995083702353639,7
andy,4.5256870770931524e-05,0.9999546822231371,0.9999546733489039,0.9999546406860026,4.525124309792696e-05,0,4.525359551499744e-05,4.532052183554487e-05,8
andy,4.533929652751691e-05,0.9999546782603389,4.5390636508928956e-05,4.5351029681495055e-05,4.5380773417890044e-05,0,4.524198159726328e-05,4.529437338538348e-05,8
andy,0.0024499445744196316,4.534068875470835e-05,4.538661641214033e-05,4.533515218128095e-05,4.53682185073266e-05,0,0.9999546578704029,0.9999037792738994,8
andy,4.538678680821623e-05,4.53018202046342e-05,4.5303224688677694e-05,4.53669625015035e-05,4.528432927792755e-05,0,0.9999546095953711,0.9997602796887635,8
andy,4.523819432453855e-05,4.537265343805501e-05,4.534842460080376e-05,4.527445813935098e-05,0.9800464307895164,0,0.9999546449569049,0.0014199349556166972,8
andy,4.526204857038737e-05,4.5366946318417086e-05,4.530033985941834e-05,4.534809331547105e-05,4.525322584477571e-05,0,0.9999546886940173,0.999954699940325,8
andy,4.530779455780036e-05,4.5361840068848545e-05,4.5376961988724655e-05,4.5386373955063295e-05,6.549503961002603e-05,0,0.9999547270163215,0.9998553313447357,8
andy,4.537143810600696e-05,4.529860809579397e-05,4.5258526612999694e-05,4.529627029732644e-05,4.5388950832633196e-05,0,0.999954691941249,0.9999160360977064,8
andy,4.532142167670795e-05,0.9999546822231371,0.9999546733489039,0.9999546406860026,4.525124309792696e-05,0,4.525359551499744e-05,4.532052183554487e-05,9
andy,4.5263158406345085e-05,0.9999546782603389,4.5390636508928956e-05,4.5351029681495055e-05,4.5380773417890044e-05,0,4.524198159726328e-05,4.529437338538348e-05,9
andy,0.011106584624065595,4.534068875470835e-05,4.538661641214033e-05,4.533515218128095e-05,4.53682185073266e-05,0,0.9999546578704029,0.9999547087079647,9
andy,4.538678680821623e-05,4.53018202046342e-05,4.5303224688677694e-05,4.53669625015035e-05,4.528432927792755e-05,0,0.9999546095953711,0.9999546620694507,9
andy,4.523819432453855e-05,4.537265343805501e-05,4.534842460080376e-05,4.527445813935098e-05,0.9948370110915128,0,0.9999546449569049,0.00024732019207747457,9
andy,4.526204857038737e-05,4.5366946318417086e-05,4.530033985941834e-05,4.534809331547105e-05,4.525322584477571e-05,0,0.9999546886940173,0.999954699940325,9
andy,4.530779455780036e-05,4.5361840068848545e-05,4.5376961988724655e-05,4.5386373955063295e-05,4.525678562849429e-05,0,0.9999547270163215,0.9999546599642658,9
andy,4.537143810600696e-05,4.529860809579397e-05,4.5258526612999694e-05,4.529627029732644e-05,4.5388950832633196e-05,0,0.999954691941249,0.9999546369497332,9
bobby,,0.5022771360480077,0.5026924863879507,0.5052585023418084,0.4994325230930052,0,0.49849897014605615,0.5044604476766091,0
bobby,,0.4990038111392259,0.49796046459250526,0.4947075544019657,0.49743833415390726,0,0.49721480506943105,0.49766694392155064,0
bobby,,0.502350233661816,0.5008020615703078,0.5005925812144917,0.5069825077030281,0,0.5013996790442041,0.49990093651258166,0
bobby,,0.4990445586634685,0.5011894911283867,0.49827545819709707,0.5003129695227084,0,0.4981421768864765,0.49919445298353443,0
bobby,,0.503151103068741,0.5004204811839396,0.5015087374186852,0.5022919547671331,0,0.49865090138406865,0.5004752717213452,0
bobby,,0.49729733454652014,0.4980317650768051,0.5022263436951958,0.4996061208974871,0,0.5014407151445086,0.501975346896692,0
bobby,,0.5030240252191521,0.5002336071313458,0.5017256264530239,0.5003049577358629,0,0.49819234200135465,0.5064016743962009,0
bobby,,0.49750108179015495,0.49910333081213976,0.4962306161302034,0.5015194474430831,0,0.49679214136220146,0.4960437343003089,0
bobby,,0.9963855755739718,0.996333388224233,0.9963652032214035,0.0036704823272782215,0,0.004361475139897874,0.003839373956499542,1
bobby,,0.9944879688691517,0.005680171564480972,0.0057247867982326145,0.005663571575645335,0,0.007158570080475993,0.006029942191111234,1
bobby,,0.6833439979315103,0.4464982983436941,0.507904528605211,0.5197817618577698,0,0.9658201638751395,0.815455431701649,1
bobby,,0.6724243240865573,0.4498332104461725,0.5026369219565798,0.49318975437847384,0,0.9654701710830415,0.8145891115712528,1
bobby,,0.6818883370705763,0.4462853132416127,0.5105846913091318,0.4993208329957179,0,0.9655984021977588,0.817152720113458,1
bobby,,0.6688920420347689,0.4402422966976291,0.5141492830259327,0.49156071328890055,0,0.9658096663637663,0.8187825834246644,1
bobby,,0.6808564058606423,0.44564386688653324,0.5112491213384137,0.4931656652170275,0,0.9655014238883369,0.8252323898741418,1
bobby,,0.6689012132085761,0.44303113924680415,0.4961793844937253,0.49659489239399945,0,0.9654140266136699,0.8117408424997206,1
bobby,,0.999574072246545,0.999568989752325,0.9995730779747902,0.0004272183060899392,0,0.0005059869675483592,0.0004463452246981606,2
bobby,,0.999343996824832,0.0006642156281943656,0.0006689651597465355,0.0006655896518888709,0,0.0008317279049703806,0.0007028982131462534,2
bobby,,0.673529449784467,0.09732681734762018,0.14745016876751038,0.2938937795201323,0,0.9958409236422404,0.9363786791769103,2
bobby,,0.6197845395938271,0.10227807236075526,0.14760518553850127,0.2172775418789433,0,0.9958028027649433,0.9377347032205562,2
bobby,,0.6569611513793274,0.09926323542732876,0.1528025065844,0.23243781515873838,0,0.9958184240955076,0.9392621378706261,2
bobby,,0.6039833291171757,0.09706354512954198,0.15751202438741602,0.21469266087941502,0,0.9958426906496319,0.9410025611784003,2
bobby,,0.6489921067953006,0.0997228662484462,0.15459926000075516,0.21856748613142615,0,0.9958044187833927,0.9457837325347601,2
bobby,,0.6071472193391321,0.09746748271925097,0.140527887328788,0.22651198673676767,0,0.9957979047429805,0.9348595446568864,2
bobby,,0.9999439585839502,0.9999433402150832,0.9999439234125251,5.6023222626833644e-05,0,6.65490385569608e-05,5.857841978025108e-05,3
bobby,,0.9999135783370467,8.715706472232841e-05,8.779302542051592e-05,8.771867539987852e-05,0,0.0001087780822327903,9.202693546356093e-05,3
bobby,,0.3031052917954429,0.013056438074644941,0.022993051378540973,0.34701463465737503,0,0.999471801626476,0.9873785372229918,3
bobby,,0.1669733418294496,0.014018568396047393,0.022262056145956832,0.05339198041869922,0,0.9994672410604197,0.9881212300992398,3
bobby,,0.22772823072177328,0.013534208437754693,0.02335320235652427,0.06710084460430744,0,0.9994691276820981,0.988523045970076,3
bobby,,0.14874023065033268,0.013250551382292503,0.02416083062013271,0.05123497952731376,0,0.9994723600102827,0.9890297672625435,3
bobby,,0.20739736545359513,0.013635718735773683,0.023627230878130064,0.05483766914849243,0,0.9994673754983394,0.9902923831218848,3
bobby,,0.15365026584019986,0.013259879658706238,0.020993459904595464,0.06053088026577927,0,0.999466591841764,0.9872387397984496,3
bobby,,0.9999547454543214,0.9999546118011183,0.9999547204146135,4.5233167443808926e-05,0,4.539725372949264e-05,4.52552869133573e-05,4
bobby,,0.9999546834084201,4.5303879154072184e-05,4.526802094765144e-05,4.524267951804116e-05,0,4.524555320940892e-05,4.537323991730198e-05,4
bobby,,0.036755574883751634,0.0016294732165140497,0.0030284864047342612,0.6237384263900787,0,0.9999330227576263,0.9982051345689671,4
bobby,,0.018032098767377398,0.0017660288865271275,0.002843749318971328,0.00707427346411825,0,0.9999324404109726,0.9983563202568629,4
bobby,,0.0246263436374869,0.0017050150738661062,0.0029934378197040727,0.009174102441955129,0,0.9999326782285899,0.9984175763158523,4
bobby,,0.016091823944613424,0.0016689157194911127,0.003089679894389908,0.006737554621891155,0,0.9999330929998052,0.9984927898135777,4
bobby,,0.022218422712670268,0.001718136593914489,0.0030245732731954468,0.007301672754459474,0,0.9999324560777182,0.9986806086555841,4
bobby,,0.016641261518190002,0.001669829290974793,0.002681022870899999,0.008094456632433616,0,0.9999323541859385,0.9982200358203199,4
bobby,,0.9999547454543214,0.9999546118011183,0.9999547204146135,4.5233167443808926e-05,0,4.539725372949264e-05,4.52552869133573e-05,5
bobby,,0.9999546834084201,4.5303879154072184e-05,4.526802094765144e-05,4.524267951804116e-05,0,4.524555320940892e-05,4.537323991730198e-05,5
bobby,,0.004337354404579998,0.000205534661469919,0.00038313702857234217,0.680569220952957,0,0.9999547557054883,0.9997687874477694,5
bobby,,0.002180185667080878,0.00022345715567466122,0.0003604036051944587,0.0008929781028053597,0,0.9999547392619262,0.9997892701285804,5
bobby,,0.0029375025157882644,0.00021573762664551857,0.0003795364989856198,0.0011585806807258513,0,0.9999547116753609,0.9997972372231582,5
bobby,,0.001953815729916839,0.00021115836328650876,0.0003918110132044514,0.0008504019556278528,0,0.9999546182522936,0.9998069665195332,5
bobby,,0.002661502289516408,0.0002174119929064793,0.0003835002640651014,0.0009218889516448271,0,0.9999547496090407,0.9998313090391606,5
bobby,,0.0020187522717919413,0.00021129058470565511,0.00033982638403766993,0.0010219924349335388,0,0.9999546810340809,0.9997714938158416,5
bobby,,0.9999547454543214,0.9999546118011183,0.9999547204146135,4.5233167443808926e-05,0,4.539725372949264e-05,4.52552869133573e-05,6
bobby,,0.9999546834084201,4.5303879154072184e-05,4.526802094765144e-05,4.524267951804116e-05,0,4.524555320940892e-05,4.537323991730198e-05,6
bobby,,0.0005500561895197926,4.521874279560631e-05,4.901114288253078e-05,0.8400749670496183,0,0.9999547557054883,0.9999546685547724,6
bobby,,0.0002753674335882384,4.528726354687893e-05,4.593251208460365e-05,0.00011481134404959771,0,0.9999547392619262,0.9999547853264373,6
bobby,,0.00037047030868152774,4.537073767028708e-05,4.8397194476743504e-05,0.000149523191849159,0,0.9999547116753609,0.9999546635811905,6
bobby,,0.00024689911854080664,4.5327587370581455e-05,4.997628223385947e-05,0.00010929562476152183,0,0.9999546182522936,0.999954650315534,6
bobby,,0.0003357832667049524,4.534882099521594e-05,4.8903549358869866e-05,0.00011857392947735675,0,0.9999547496090407,0.9999547845372643,6
bobby,,0.0002551249138548414,4.536022578772573e-05,4.531429616660075e-05,0.0001317261605663792,0,0.9999546810340809,0.9999546566114228,6
bobby,,0.9999547454543214,0.9999546118011183,0.9999547204146135,4.5233167443808926e-05,0,4.539725372949264e-05,4.52552869133573e-05,7
bobby,,0.9999546834084201,4.5303879154072184e-05,4.526802094765144e-05,4.524267951804116e-05,0,4.524555320940892e-05,4.537323991730198e-05,7
bobby,,7.030441994782364e-05,4.521874279560631e-05,4.5324860669609104e-05,0.9255119215741098,0,0.9999547557054883,0.9999546685547724,7
bobby,,4.525387833279944e-05,4.528726354687893e-05,4.536850869063346e-05,4.532214255225603e-05,0,0.9999547392619262,0.9999547853264373,7
bobby,,4.71762127373681e-05,4.537073767028708e-05,4.531204192624782e-05,4.535518837247385e-05,0,0.9999547116753609,0.9999546635811905,7
bobby,,4.5350652841592104e-05,4.5327587370581455e-05,4.527490180631583e-05,4.5308682189048693e-05,0,0.9999546182522936,0.999954650315534,7
bobby,,4.528703861246513e-05,4.534882099521594e-05,4.5223980061674927e-05,4.5309174557253705e-05,0,0.9999547496090407,0.9999547845372643,7
bobby,,4.5349315680769715e-05,4.536022578772573e-05,4.531429616660075e-05,4.531271177542388e-05,0,0.9999546810340809,0.9999546566114228,7
bobby,,0.9999547454543214,0.9999546118011183,0.9999547204146135,4.5233167443808926e-05,0,4.539725372949264e-05,4.52552869133573e-05,8
bobby,,0.9999546834084201,4.5303879154072184e-05,4.526802094765144e-05,4.524267951804116e-05,0,4.524555320940892e-05,4.537323991730198e-05,8
bobby,,4.528887984652293e-05,4.521874279560631e-05,4.5324860669609104e-05,0.9781318892157412,0,0.9999547557054883,0.9999546685547724,8
bobby,,4.525387833279944e-05,4.528726354687893e-05,4.536850869063346e-05,4.532214255225603e-05,0,0.9999547392619262,0.9999547853264373,8
bobby,,4.527313724798996e-05,4.537073767028708e-05,4.531204192624782e-05,4.535518837247385e-05,0,0.9999547116753609,0.9999546635811905,8
bobby,,4.5350652841592104e-05,4.5327587370581455e-05,4.527490180631583e-05,4.5308682189048693e-05,0,0.9999546182522936,0.999954650315534,8
bobby,,4.528703861246513e-05,4.534882099521594e-05,4.5223980061674927e-05,4.5309174557253705e-05,0,0.9999547496090407,0.9999547845372643,8
bobby,,4.5349315680769715e-05,4.536022578772573e-05,4.531429616660075e-05,4.531271177542388e-05,0,0.9999546810340809,0.9999546566114228,8
bobby,,0.9999547454543214,0.9999546118011183,0.9999547204146135,4.5233167443808926e-05,0,4.539725372949264e-05,4.52552869133573e-05,9
bobby,,0.9999546834084201,4.5303879154072184e-05,4.526802094765144e-05,4.524267951804116e-05,0,4.524555320940892e-05,4.537323991730198e-05,9
bobby,,4.528887984652293e-05,4.521874279560631e-05,4.5324860669609104e-05,0.9955420227850851,0,0.9999547557054883,0.9999546685547724,9
bobby,,4.525387833279944e-05,4.528726354687893e-05,4.536850869063346e-05,4.532214255225603e-05,0,0.9999547392619262,0.9999547853264373,9
bobby,,4.527313724798996e-05,4.537073767028708e-05,4.531204192624782e-05,4.535518837247385e-05,0,0.9999547116753609,0.9999546635811905,9
bobby,,4.5350652841592104e-05,4.5327587370581455e-05,4.527490180631583e-05,4.5308682189048693e-05,0,0.9999546182522936,0.999954650315534,9
bobby,,4.528703861246513e-05,4.534882099521594e-05,4.5223980061674927e-05,4.5309174557253705e-05,0,0.9999547496090407,0.9999547845372643,9
bobby,,4.5349315680769715e-05,4.536022578772573e-05,4.531429616660075e-05,4.531271177542388e-05,0,0.9999546810340809,0.9999546566114228,9
charlie,0.5012725204142144,0.500655776673256,0.49981244078959336,0.502607122719776,0.49897714455478276,0,0.5019848155813914,0.5006768817273508,0
charlie,0.5035283922157406,0.49717108681184397,0.5045482402003031,0.498797927201233,0.5022035781251859,0,0.5051682546825214,0.5013576833087146,0
charlie,0.49777911608037406,0.5037165883197842,0.5005232255664941,0.5001932003154954,0.5003599168039682,0,0.49782266004856407,0.4994514093330278,0
charlie,0.505790255175127,0.5001251115714714,0.49764450699061463,0.5000972936305897,0.49904746990165016,0,0.5011645198801737,0.5012124844027472,0
charlie,0.4985118643790198,0.5036198022249985,0.5052472465949873,0.5009588574794237,0.5008131821694033,0,0.4995454078281917,0.4995576559958105,0
charlie,0.5016915341541872,0.49901829925602764,0.4956269527080783,0.4991927274247731,0.49839095037207615,0,0.49702549214809927,0.5034018383143102,0
charlie,0.5007477359320669,0.5031718274941283,0.505511798474595,0.49870724938164346,0.5008010323140818,0,0.497954694207169,0.4998954068175545,0
charlie,0.5007686053516879,0.5032600871972669,0.49846633537793333,0.4986714770516697,0.5030447098126745,0,0.5015097009400686,0.5009494329239486,0
charlie,0.003433265229701638,0.9966042425546183,0.9965686992426817,0.9965896402305049,0.0034679675551337464,0,0.0038806682568331406,0.0035873714719528798,1
charlie,0.0168176253476873,0.9838061884817234,0.018381691255487605,0.01874234361838471,0.01812337624988419,0,0.031495064366085096,0.02128083663827968,1
charlie,0.35067508228173866,0.7551564248343474,0.6062920541538763,0.6697837347965282,0.5434145827345179,0,0.9570358236131814,0.8346469942455281,1
charlie,0.36798573444838084,0.748177113163803,0.5999427153657333,0.6695988775902688,0.535672443176142,0,0.9573613893093879,0.836557547706205,1
charlie,0.35298152720072046,0.7543976350792025,0.618592314991076,0.6725782978838618,0.5403725085144485,0,0.9572142977059093,0.8351956809802958,1
charlie,0.3588823533297209,0.7474470119578424,0.5958092089544844,0.6683426903783977,0.5352277522078973,0,0.9570241364108869,0.8389169291646683,1
charlie,0.3582049105955596,0.7544870579049957,0.6192777800657931,0.6683441715080113,0.5423955561326476,0,0.9570842552875725,0.8346980279510844,1
charlie,0.35716630265903626,0.7551019885353285,0.6040761479966208,0.6691228024495568,0.5473427925784865,0,0.9575885136841632,0.8357994179295272,1
charlie,0.0005273260393785169,0.9994771275961186,0.9994727528213357,0.9994762626146196,0.0005262063393516707,0,0.0005861139413457692,0.0005421920272856678,2
charlie,0.002508750532623279,0.9975330568846714,0.002709394426046892,0.00276163495555173,0.0027070856569476193,0,0.004773508051651161,0.0031523435628369955,2
charlie,0.1348201366508847,0.8917095585573901,0.4865974153098479,0.7069497834839609,0.35093590118945184,0,0.9931743517156432,0.9529344954336454,2
charlie,0.15357737849862432,0.8832953023611858,0.47320940295695074,0.7085229893373273,0.32151972711720445,0,0.993226608759804,0.9539103847104515,2
charlie,0.13858900941293834,0.8903777213688928,0.5258837672421329,0.7170271709995995,0.3329795431038773,0,0.9932029494299893,0.953042018048412,2
charlie,0.14354444203912536,0.8825977910824071,0.4596689866083603,0.7035535953257228,0.32365808378991556,0,0.9931766366462862,0.954992389047041,2
charlie,0.145027584666598,0.8908776487734648,0.5275024869035563,0.7076745361932713,0.3398211852583081,0,0.9931808887824924,0.9527229565179717,2
charlie,0.14133639169402004,0.8917128454904253,0.48313079918337193,0.7078065359096853,0.3540431577696507,0,0.9932616458626853,0.9532118842446259,2
charlie,9.235459018351571e-05,0.9999085984330242,0.9999079685723161,0.999908572435998,9.138790627838835e-05,0,0.0001013139151054131,9.386463573818744e-05,3
charlie,0.00042687086051195746,0.9995803290981539,0.0004579806211149421,0.00046599069066131883,0.00046119406774855265,0,0.0008227493010403056,0.0005325915955512694,3
charlie,0.04792726258693976,0.9663915438811667,0.20459604732024367,0.5984078312607146,0.15325994171713817,0,0.998845078155097,0.9897226988352243,3
charlie,0.06710969260970652,0.9614349319412039,0.1938362809929153,0.6092996456813004,0.11547258043826866,0,0.9988540677183357,0.9899871264817742,3
charlie,0.052356197508403785,0.9656670446161995,0.2654699164653129,0.6437990273005968,0.12651050113997384,0,0.9988499298868471,0.9897566439671917,3
charlie,0.05614333849699229,0.9609716429801465,0.17757598861847815,0.5870770486207777,0.11929043129586538,0,0.9988456642244358,0.9902874124382337,3
charlie,0.05837516849538281,0.9659634980282807,0.26715828551171616,0.609537249847409,0.13510924396475363,0,0.9988460885080634,0.9896573051673773,3
charlie,0.05357710553754804,0.9663920613683262,0.20169663311885902,0.6034988741009317,0.1554020002576691,0,0.9988598664322369,0.9897887815739913,3
charlie,4.539006658279409e-05,0.9999546454445337,0.9999546662417859,0.9999546507753122,4.527071959619539e-05,0,4.530006062062092e-05,4.533084277360347e-05,4
charlie,7.495864126713311e-05,0.9999267130832812,8.024494773066546e-05,8.15688492736056e-05,8.116491943772285e-05,0,0.00014832623759712785,9.373678770278723e-05,4
