child,comp[T.WH],embpred[T.True],embsubj[T.True],embtense[T.TENSED],embtense[T.TO],itr,obj[T.True],prep1[T.True],verb
andy,0.0004298829217936895,0.357155417370682,0.021859354725324187,0.021859341989849956,0.00915332344165054,0,0.09613112619196973,0.08779044843911721,sit
andy,0.0003304088066968802,0.5756027860163522,0.016099609722783792,0.01609956498239895,0.32212167401982383,0,0.367344065652361,0.0662201820103423,start
andy,0.0013101968447443157,0.35657288396699294,0.11638580401177023,0.11638579216307543,0.06854566628540537,0,0.318896220253135,0.26873445457164213,stay
andy,0.004499792878906228,0.26405997857400576,0.058340616466947326,0.05834062316337918,0.1627901340584168,0,0.7955452903995108,0.7557518065395266,step
andy,0.002438520752188089,0.6743393959298669,0.6077258779900861,0.6077258571063697,0.1234210913863023,0,0.5291760493260054,0.4628300721769213,stick
andy,0.0030542942011058116,0.5328603165594832,0.19101060642211376,0.19101057761926,0.384718097343397,0,0.7382721404511344,0.5743360556344661,stop
andy,0.0008312855653470619,0.33963160049446617,0.04993474578545343,0.04993473442644569,0.03439190650192114,0,0.20802382527469743,0.1798028029353006,store
andy,0.0007036041611814259,0.3176203969625705,0.061644799028899744,0.06164478785554017,0.03522008102957741,0,0.1809056865140739,0.15098722653305663,stumble
andy,0.0050198466469921765,0.3014037546391536,0.0815470367334451,0.0815470299668345,0.17068083915243093,0,0.7244050507019439,0.6676254628892326,stymie
andy,0.0026757858853148075,0.5691300833776407,0.15609995177654334,0.1560999158081514,0.4435624495241529,0,0.7408216075717788,0.5338101022320159,suppose
andy,0.0007714047613932573,0.09477272874159415,0.004578019522083698,0.0045780181290581146,0.005140005759824318,0,0.13971900984218677,0.13527851366106525,take
andy,0.0034608302519303358,0.34948490100948404,0.039989058801258026,0.03998905816216469,0.04756715396172073,0,0.5870665311020029,0.5664406544818945,talk
andy,0.007080689942232876,0.47891690684847577,0.12909566222484692,0.1290956421333408,0.3706693432802094,0,0.8737436747649459,0.799258711438569,tell
andy,0.0002867593273133684,0.18861392164930724,0.17931788176824015,0.17931787627762186,0.0062686094923892766,0,0.06725709540635993,0.061377167482824846,think
andy,0.000935901642104886,0.22743600368390882,0.04246876186670179,0.04246875486968338,0.042837324521536546,0,0.23866345561036006,0.20456561754950986,time
andy,0.0012798520787365986,0.3898517764984404,0.023763258002338028,0.023763231080962344,0.23861215357255428,0,0.4278393484624453,0.24827763898854516,try
andy,0.0020157003711502863,0.4742585563202393,0.02269960746328703,0.022699567685953936,0.3990122989651722,0,0.6201540520297065,0.3674975095546231,turn
andy,0.0002963523165427917,0.26277245284658257,0.1484613585340555,0.14846134959919544,0.011889561395084125,0,0.07456755031737161,0.06343393554871524,use
andy,9.531377170379773e-05,0.5466706173395817,0.0036755594449353612,0.0036755050417407453,0.4483168814848256,0,0.45641208975523495,0.013756511374842795,want
andy,0.004477637399951551,0.31160605434188804,0.0698072400273193,0.06980723555427226,0.16411272551737033,0,0.7201352244145001,0.6651318544746321,watch
andy,0.0014257539895269344,0.21998027135779918,0.04666896193358272,0.04666895586914388,0.0620412934089587,0,0.330166374132965,0.285823465398822,water
andy,0.001635547047306396,0.6462061590556174,0.6280327149619767,0.6280326945256821,0.06736431960085076,0,0.34636743739674825,0.2991293130704529,win
andy,0.0048947527332154905,0.3267328967339198,0.06181674994250741,0.061816744055995465,0.21278901122182015,0,0.7671102176299207,0.704084294352746,wonder
andy,0.0011616982049630353,0.31581150596417507,0.043832025325528656,0.04383201731075892,0.029948875641329864,0,0.274130849730851,0.2517147318661279,work
andy,0.005491683026805139,0.2963339429584694,0.0890222127154715,0.08902221042229264,0.17925267243453957,0,0.7778726219152875,0.7293088198621733,zoom
bobby,,0.9999547454543214,0.9999546118011183,0.9999547204146135,4.523316744375894e-05,0,4.5397253729539955e-05,4.5255286913348236e-05,DECLARATIVE
bobby,,0.9999546834084201,4.5303879154023896e-05,4.5268020947619725e-05,4.524267951799832e-05,0,4.5245553209394274e-05,4.537323991726794e-05,IMPERATIVE
bobby,,0.26824727898828693,0.06595342611413535,0.06595339949585388,0.10373568425274649,0,0.7151118765181839,0.7151118821406208,add
bobby,,0.3064544662693839,0.11582189301851653,0.11582188688782369,0.09521705262683355,0,0.5220256591001772,0.5220256626357297,appreciate
bobby,,0.32538730041459296,0.251831852732051,0.2518318518636192,0.06730137756745525,0,0.6989704302710356,0.6989704243835014,ask
bobby,,0.22441680001132158,0.051198775792402174,0.051198770603420374,0.0261349184128844,0,0.19669111041740894,0.1966911226537137,back
bobby,,0.2890798345294666,0.10468844732947213,0.10468844333773752,0.07091529194485968,0,0.42347180867440193,0.4234718137013528,bag
bobby,,0.3182625146809842,0.14389028302827156,0.1438902743988567,0.2015783750847604,0,0.7744333495161674,0.7744333484749694,begin
bobby,,0.23881250435339596,0.049700779916059035,0.0497007741224923,0.027536327517986625,0,0.20292049432784354,0.20292050838218512,believe
bobby,,0.43314830369260005,0.13110836170130957,0.13110837078480309,0.2388545334972605,0,0.5302752576759819,0.530275258897754,bend
bobby,,0.2930087360719117,0.10134805623679943,0.10134804460787561,0.09422459730184218,0,0.5644205255421362,0.5644205296379097,bet
bobby,,0.26012454735727575,0.10018976618681763,0.10018976105178656,0.0900473185032914,0,0.4733863556162913,0.4733863580714024,break
bobby,,0.358309112948894,0.17903336277281867,0.17903335754627359,0.20725867114832452,0,0.7824814595478442,0.7824814576755956,breathe
bobby,,0.30403442216998944,0.08847123962000503,0.08847122313990452,0.09675272203321617,0,0.5975170849886795,0.5975170912927613,bring
bobby,,0.3279144652774143,0.1464535478390886,0.1464535410098382,0.13053482116165327,0,0.631642220817147,0.6316422211608443,bubble
bobby,,0.2884179716443418,0.09093344171010787,0.09093342716390718,0.0924555348355508,0,0.5826894137732456,0.5826894189173535,burn
bobby,,0.22853952925026721,0.04738870191684019,0.04738869207978347,0.03292788693836313,0,0.2911963310554435,0.2911963432686733,buy
bobby,,0.2895869134829612,0.09287430042112166,0.0928742782648676,0.14681866288717915,0,0.7384824323988839,0.7384824347415637,call
bobby,,0.31318094090878723,0.13399962814283595,0.13399962277286237,0.12036775338113681,0,0.5855106212964986,0.5855106220064366,care
bobby,,0.3196242407965515,0.14719559952833983,0.14719558783634312,0.18276780578880036,0,0.7642647448919472,0.7642647441979786,carry
bobby,,0.2737075322980814,0.06776397519027177,0.06776394999432767,0.10800947443225406,0,0.6957710523069585,0.6957710576746098,catch
bobby,,0.2644771077170205,0.07405481385057466,0.07405480790002439,0.039172329993379384,0,0.28684252378438935,0.28684253415634464,cause
bobby,,0.2684887163028782,0.08694393085791519,0.08694392155627606,0.08418812107801477,0,0.5024908688603911,0.502490874286743,change
bobby,,0.2649786318506966,0.08153695831193952,0.08153694728050487,0.07450277916787673,0,0.49541753154970636,0.49541753786739173,chase
bobby,,0.2817180583221792,0.09679068014036307,0.09679067424999388,0.0806789122731727,0,0.44717782631420955,0.4471778311270822,chew
bobby,,0.29519468546174044,0.12068604955010842,0.12068604519831916,0.08587418833423466,0,0.48764494608610753,0.48764494852831153,climb
bobby,,0.33416169890988623,0.15244236147137857,0.15244235068419143,0.21193079274703674,0,0.7932966905546109,0.7932966897377992,close
bobby,,0.09562774483611025,0.013783918857806832,0.013783911131861282,0.009917201530868613,0,0.17863034179073178,0.17863034958760615,come
bobby,,0.36137719913885824,0.17761706197078075,0.17761705380611403,0.20886849684019915,0,0.792891820128218,0.7928918186232183,cook
bobby,,0.3075130166050647,0.11988307369301643,0.11988306961791151,0.09822778970103963,0,0.50625112482093,0.5062511270447707,cool
bobby,,0.278174545946381,0.09506744133006884,0.09506743569026499,0.07311684022303144,0,0.4279632010276675,0.42796320636115903,cost
bobby,,0.34777854474829806,0.16184529534134107,0.16184528980923096,0.13194166809104502,0,0.6442820064727093,0.6442820065019199,count
bobby,,0.34049651674190484,0.1411722589791906,0.141172252660816,0.11863902574102814,0,0.592287885869806,0.5922878876997222,crawl
bobby,,0.3054510083317048,0.10053694810573999,0.1005369256456452,0.14356116090108206,0,0.7500650258704682,0.7500650288457662,cut
bobby,,0.1462405233612376,0.07294632068339812,0.07294631580820099,0.007542136161193813,0,0.2575811300959109,0.2575811311927524,do
bobby,,0.28847843008199703,0.10397018231884103,0.10397016122965463,0.1736484568879676,0,0.7877249063901519,0.7877249080081625,drink
bobby,,0.3001882547282012,0.09007162638302812,0.09007160190831542,0.14537830695238418,0,0.7661893632603269,0.7661893664017148,drive
bobby,,0.2209735822524157,0.06734746700990335,0.0673474625147995,0.01961875094986254,0,0.22287944852480812,0.22287945769036643,eat
bobby,,0.3166898160373439,0.11405325800012045,0.11405324217181756,0.11490680732277658,0,0.6569274522367501,0.6569274555877946,end
bobby,,0.2881103822129495,0.11099055040203343,0.11099053441576234,0.13935793578051803,0,0.7084485281456548,0.7084485295775897,even
bobby,,0.23250244004819154,0.0765013325896905,0.07650133174388185,0.020545135857886088,0,0.16442318661152422,0.16442319522671534,fall
bobby,,0.32348634639861507,0.15337905935793839,0.15337905049705858,0.20400858372084396,0,0.776532331250678,0.7765323299183367,find
bobby,,0.32100936552776616,0.1352658803788067,0.13526587572466298,0.10878973856219287,0,0.5656956027587492,0.5656956044570809,finish
bobby,,0.31464646937244223,0.13327639986317286,0.13327639455647022,0.12634817048084745,0,0.6021103406802812,0.6021103415395506,fit
bobby,,0.24986498457109396,0.056997098469064755,0.056997081345950495,0.056768291907287494,0,0.48702902314420327,0.48702903242565565,fix
bobby,,0.27011309870222133,0.08401430084154127,0.08401427750940593,0.14359218855700917,0,0.7436988572083705,0.7436988595923777,follow
bobby,,0.30257981139818724,0.13713961718460832,0.13713961255612295,0.12355444438730778,0,0.6034609898483498,0.6034609901248076,forget
bobby,,0.16888765154269303,0.06378279614768456,0.0637827936674773,0.012556029428053561,0,0.18679740480116058,0.18679740961470293,get
bobby,,0.22797066404773014,0.07584539081308095,0.07584536629408678,0.0648891194204706,0,0.6508886178967574,0.6508886226866986,give
bobby,,0.08007363235587828,0.011279575706065303,0.011279571685859358,0.0064399932407289695,0,0.08994224919510418,0.08994225602343253,go
bobby,,0.26904658779146506,0.06434245402146532,0.06434242368681098,0.0884240039675096,0,0.7136134838466228,0.7136134899553463,grab
bobby,,0.4735210224880989,0.3897732024759738,0.38977323283462173,0.08321521951255584,0,0.5222821234916756,0.5222821042306137,guess
bobby,,0.3270743680680448,0.14589008177285145,0.1458900763354104,0.135095520050035,0,0.6315968127378881,0.6315968127341165,hand
bobby,,0.29049510569231174,0.10733123381772736,0.10733121663236911,0.1604476455208147,0,0.737105894373787,0.7371058956320509,hang
bobby,,0.23183745541218215,0.052579602199513076,0.05257959987566352,0.009683873096975604,0,0.07448280393811302,0.07448281912177801,happen
bobby,,0.11792957623718048,0.011293576871950428,0.01129357085133098,0.08828819454831482,0,0.35056296771414186,0.35056297169603656,have
bobby,,0.3273757853656607,0.15274510305680378,0.15274509246712253,0.23407789448204452,0,0.8098185984219877,0.8098185967331886,hear
bobby,,0.27653033704561614,0.1021322243337659,0.10213219144066354,0.3097240422716837,0,0.9317650402198528,0.9317650400761496,help
bobby,,0.28622458084409075,0.09477086825171133,0.09477084812627545,0.14823705896532502,0,0.7319566042338366,0.7319566064776954,hold
bobby,,0.2875856661984185,0.11111447950245035,0.11111447321951318,0.09190361724976204,0,0.503554412154662,0.5035544149843937,hurry
bobby,,0.36819280192877146,0.18259424890822518,0.1825942413891577,0.2576227154005879,0,0.8334095960268404,0.833409594218143,interact
bobby,,0.33714439900931426,0.13925181682297016,0.13925180473432175,0.1814693165056417,0,0.7652013661838285,0.7652013665441045,jack
bobby,,0.3458840164697995,0.16185887845325342,0.16185886953489392,0.23632086071712566,0,0.8090158201490568,0.8090158189423171,judge
bobby,,0.3239366620720978,0.1124804094933517,0.11248038799041893,0.18176240440787472,0,0.8039187850429904,0.8039187865259726,jump
bobby,,0.24129891666330394,0.04426154483418765,0.04426151811451329,0.05983773604817866,0,0.6048460315136276,0.604846040382857,keep
bobby,,0.32659229933049516,0.13962644969252525,0.1396264437860123,0.13843193812669352,0,0.6316285930476009,0.631628593904334,kick
bobby,,0.31159467119610296,0.2806248853889256,0.28062491316380256,0.008587426856396352,0,0.08361367288990273,0.08361364129347615,know
bobby,,0.3155688914517992,0.14493315606542834,0.14493315102749782,0.1385024009886523,0,0.644596017809592,0.6445960174979672,leak
bobby,,0.3389111767709255,0.15660817011535733,0.15660815733055222,0.24169528189327316,0,0.8389350401734186,0.8389350389203014,learn
bobby,,0.2829283475427423,0.06708487191867896,0.06708485547655851,0.062449152027432064,0,0.5092955147490763,0.5092955244975339,leave
bobby,,0.6783958166311452,0.01826954109972867,0.01826949113696541,0.054241946782744854,0,0.6363613889127137,0.6363614201773888,let
bobby,,0.2923619578073401,0.07569569920484831,0.0756956710008233,0.11717709637794305,0,0.7339538028170653,0.7339538079371315,lift
bobby,,0.6056862206643734,0.016434018752810364,0.016434023268610876,0.3211870310373388,0,0.47832717029207905,0.4783271886413816,like
bobby,,0.11229230083211728,0.07596919040572092,0.07596918639580275,0.011356311158367771,0,0.2822129202884932,0.28221291735896115,look
bobby,,0.28267049177071624,0.10281045953307832,0.10281044938347983,0.08798203814694638,0,0.5516048255586525,0.5516048297058902,lose
bobby,,0.22107247577914502,0.029976063192500124,0.029976048952823908,0.027767405053522265,0,0.32805757647397993,0.3280575909041168,make
bobby,,0.277364554665808,0.07233769275449253,0.07233768439127597,0.04581612395546242,0,0.33131535375845855,0.3313153650457561,mean
bobby,,0.3271885611793469,0.1521245603535062,0.15212454999658964,0.2003185960509284,0,0.7861594958172826,0.786159494720689,miss
bobby,,0.31348893335345884,0.13660293520534783,0.136602920282336,0.2366364021791295,0,0.8276438672389207,0.8276438659171301,mix
bobby,,0.30765075799942065,0.13989779351040266,0.1398977809254135,0.17893897902459344,0,0.7560027509542058,0.7560027498223624,move
bobby,,0.15936491559142985,0.02383172141087564,0.023831699793010253,0.02870800598795975,0,0.48340639551903186,0.4834064050019442,need
bobby,,0.30577629298177067,0.11927612301748469,0.11927610511248155,0.1744137543425831,0,0.7724339981437671,0.7724339987127498,notice
bobby,,0.26630111024291814,0.06880964589147798,0.06880964102809228,0.031121106706926915,0,0.22327565396895288,0.22327566670883414,number
bobby,,0.23911727623661216,0.052001101387169624,0.052001092700089235,0.036206396560244825,0,0.2838001591040956,0.2838001711970656,open
bobby,,0.3487128805390184,0.16626874437063,0.16626873907399742,0.2317971471612451,0,0.791966567000101,0.7919665652231497,own
bobby,,0.3126329013284552,0.126285045414394,0.12628503874395391,0.11311008796735411,0,0.5748418259704603,0.5748418274555585,paint
bobby,,0.3143843360680759,0.11119748776230132,0.1111974804512279,0.0988534008893367,0,0.5147925637651232,0.5147925683212737,pant
bobby,,0.26465570150731554,0.10836188165268879,0.1083618755282082,0.09270749585414839,0,0.5150100074421111,0.5150100092756713,part
bobby,,0.3198437690324719,0.1311630084790283,0.13116299473247994,0.20067148878306407,0,0.7836472377842895,0.7836472376337181,pass
bobby,,0.3161940523636254,0.13482927390759247,0.1348292614191442,0.20053123091736647,0,0.7747491285021952,0.7747491279854753,pat
bobby,,0.2959937049061082,0.10029109047812335,0.10029105724589504,0.24305576654664174,0,0.8990193095296146,0.8990193100875451,pay
bobby,,0.30326532381666427,0.11088924761499008,0.11088924128720834,0.0893473249254374,0,0.5031848053916507,0.5031848099527052,pee
bobby,,0.30568224506638497,0.12887847203915215,0.1288784666922731,0.11437492867822663,0,0.5776709941051014,0.5776709958547026,peel
